image,image_id,class,has_gt,n_food_detected,n_coin_detected,status,midas_predicted_kcal,midas_predicted_mass_g,fixed_predicted_kcal,fixed_predicted_mass_g,gt_kcal,gt_mass_g
datasets\ECUSTFD\images\test\doughnut008S(5).JPG,doughnut008,doughnut,True,1,1,ok,114.92145961357527,25.425101684419307,34.09203418311729,7.542485438742763,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008S(6).JPG,doughnut008,doughnut,True,1,1,ok,161.12057456306857,35.64614481483818,46.66454008697084,10.32401329357762,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008S(7).JPG,doughnut008,doughnut,True,1,1,ok,156.34790913077447,34.5902453829147,43.724201422104414,9.67349588984611,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008S(8).JPG,doughnut008,doughnut,True,1,1,ok,188.5825926400122,41.721812530976145,53.111269748331935,11.750280917772551,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008S(9).JPG,doughnut008,doughnut,True,1,1,ok,116.46559297240559,25.76672410893929,42.02845022941421,9.298329696773056,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(1).JPG,doughnut008,doughnut,True,1,1,ok,965.276126837226,213.5566652294748,366.82696080902286,81.15640725863338,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(10).JPG,doughnut008,doughnut,True,1,1,ok,1424.1936667874845,315.08709442200984,311.357763790341,68.88446101556217,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(11).JPG,doughnut008,doughnut,True,1,1,ok,2289.097181120579,506.43742945145556,282.3427138624007,62.46520218194705,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(12).JPG,doughnut008,doughnut,True,1,1,ok,981.1060560857634,217.05886196587687,348.1830726896008,77.03165324991168,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(13).JPG,doughnut008,doughnut,True,1,1,ok,1960.8983973286786,433.8270790550174,349.4673269745979,77.31578030411458,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(14).JPG,doughnut008,doughnut,True,1,1,ok,1792.765772061664,396.6295955888637,390.1817070192142,86.3233865086757,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(2).JPG,doughnut008,doughnut,True,1,1,ok,2208.2716940171485,488.55568451706824,373.90523220082,82.7223965046062,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(3).JPG,doughnut008,doughnut,True,1,1,ok,2236.6834113316327,494.84146268398956,302.8121557212976,66.99383976134902,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(4).JPG,doughnut008,doughnut,True,1,1,ok,1839.940939076612,407.0665794417283,467.9987207639562,103.53953999202571,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(5).JPG,doughnut008,doughnut,True,1,1,ok,687.384695643757,152.07626009817633,381.33742876300136,84.36668777942508,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(6).JPG,doughnut008,doughnut,True,1,1,ok,495.9305299408053,109.71914379221356,377.80573158878656,83.58533884707668,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(7).JPG,doughnut008,doughnut,True,1,1,ok,735.0390006496692,162.61924793134273,350.65313907528855,77.5781281140019,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(8).JPG,doughnut008,doughnut,True,1,1,ok,421.4846801068779,93.2488230324951,388.18161921403674,85.8808892066453,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut008T(9).JPG,doughnut008,doughnut,True,1,1,ok,1806.443297110657,399.6555967058976,376.15914932005603,83.22105073452568,247.24400000000003,54.7
datasets\ECUSTFD\images\test\doughnut009S(1).JPG,doughnut009,doughnut,True,1,2,ok,122.54371967426998,27.111442405811943,35.522418806677756,7.85894221386676,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(10).JPG,doughnut009,doughnut,True,1,1,ok,180.88842976903732,40.019564108194096,47.131228460411464,10.427262933719351,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(11).JPG,doughnut009,doughnut,True,1,1,ok,130.55363714682053,28.883548041331974,37.37497708170172,8.26880023931454,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(12).JPG,doughnut009,doughnut,True,1,1,ok,154.06265561592167,34.08465832210656,39.309986856211225,8.696899746949386,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(13).JPG,doughnut009,doughnut,True,1,2,ok,131.10853078521583,29.00631212062297,39.37611031510074,8.7115288307745,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(14).JPG,doughnut009,doughnut,True,1,2,ok,14.289557392002301,3.161406502655376,2.671438927036235,0.5910263112912024,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(2).JPG,doughnut009,doughnut,True,1,2,ok,117.616533569551,26.021356984413938,30.89870553310798,6.835996799360172,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(3).JPG,doughnut009,doughnut,True,1,2,ok,159.87522749297557,35.37062555154327,45.41296695359006,10.047116582652668,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(4).JPG,doughnut009,doughnut,True,1,2,ok,229.71824831652714,50.82262130896618,57.356250535014,12.689435959073894,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(5).JPG,doughnut009,doughnut,True,1,1,ok,162.2123391555434,35.88768565388128,44.4995002758961,9.845022184932764,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(6).JPG,doughnut009,doughnut,True,1,1,ok,118.78962008227145,26.280889398732622,33.54698990910077,7.421900422367427,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(7).JPG,doughnut009,doughnut,True,1,1,ok,129.95045969420985,28.750101702258817,41.86497185528225,9.262161914885453,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(8).JPG,doughnut009,doughnut,True,1,1,ok,218.73174909330544,48.39197988789943,52.122403771317565,11.531505259141055,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009S(9).JPG,doughnut009,doughnut,True,1,1,ok,129.51633675631643,28.654056804494786,41.630383987485835,9.210261944134036,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(1).JPG,doughnut009,doughnut,True,1,1,ok,973.6779491133944,215.41547546756513,366.77586009332356,81.14510179055831,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(10).JPG,doughnut009,doughnut,True,1,1,ok,1645.3165658471864,364.00808978920054,372.6338012993714,82.44110648216181,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(11).JPG,doughnut009,doughnut,True,1,1,ok,953.8685411315424,211.03286308219964,399.92304536970727,88.47854986055471,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(12).JPG,doughnut009,doughnut,True,1,1,ok,1328.4680112569163,293.9088520479903,395.9906842568339,87.60855846390132,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(13).JPG,doughnut009,doughnut,True,1,1,ok,1326.3757587037774,293.445964314995,378.8935269842968,83.8260015451984,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(14).JPG,doughnut009,doughnut,True,1,1,ok,1211.1843240656178,267.9611336428358,364.56181552276377,80.65526892096544,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(2).JPG,doughnut009,doughnut,True,1,1,ok,1286.4555101327667,284.6140509143289,351.01708725974663,77.65864762383775,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(3).JPG,doughnut009,doughnut,True,1,1,ok,1695.565665289003,375.1251471878325,355.85304602008364,78.72855000444328,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(4).JPG,doughnut009,doughnut,True,1,1,ok,1740.0564598616922,384.9682433322328,377.18309641973775,83.4475877034818,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(5).JPG,doughnut009,doughnut,True,1,1,ok,1525.4046914230412,337.4789140316463,322.1253597603846,71.26667251335942,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(6).JPG,doughnut009,doughnut,True,1,1,ok,1209.3654317855926,267.55872384637,366.232374824772,81.02486168689647,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(7).JPG,doughnut009,doughnut,True,1,1,ok,1265.7297082629834,280.02869651835914,330.4725041638306,73.11338587695367,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(8).JPG,doughnut009,doughnut,True,1,1,ok,1133.7380648334695,250.8270054941304,375.1001645940603,82.98676207833192,228.71200000000002,50.6
datasets\ECUSTFD\images\test\doughnut009T(9).JPG,doughnut009,doughnut,True,1,1,ok,1419.3742802885565,314.02085847091956,376.12866264682816,83.21430589531596,228.71200000000002,50.6
datasets\ECUSTFD\images\test\egg004S(1).JPG,egg004,egg,True,1,1,ok,71.11627542036122,45.88146801313627,70.10230472107277,45.22729336843405,91.76,59.2
datasets\ECUSTFD\images\test\egg004S(2).JPG,egg004,egg,True,1,1,ok,85.24378078121806,54.99598760078585,74.51049347925984,48.07128611565151,91.76,59.2
datasets\ECUSTFD\images\test\egg004S(3).JPG,egg004,egg,True,1,1,ok,71.58139584053852,46.18154570357324,62.488441264457286,40.315123396424056,91.76,59.2
datasets\ECUSTFD\images\test\egg004S(4).JPG,egg004,egg,True,1,1,ok,76.97797210679248,49.66320781083385,60.27515449698185,38.88719644966571,91.76,59.2
datasets\ECUSTFD\images\test\egg004S(5).JPG,egg004,egg,True,1,1,ok,49.06321109686562,31.653684578622986,44.45149933808411,28.678386669731683,91.76,59.2
datasets\ECUSTFD\images\test\egg004T(1).JPG,egg004,egg,True,1,2,ok,364.0172230059962,234.84982129419112,83.21705342626527,53.688421565332426,91.76,59.2
datasets\ECUSTFD\images\test\egg004T(2).JPG,egg004,egg,True,1,1,ok,211.01886049684717,136.14120032054655,81.0071534388055,52.26267963793903,91.76,59.2
datasets\ECUSTFD\images\test\egg004T(3).JPG,egg004,egg,True,1,1,ok,365.03876703105664,235.5088819555204,86.41127537576853,55.749209919850664,91.76,59.2
datasets\ECUSTFD\images\test\egg004T(4).JPG,egg004,egg,True,1,1,ok,228.83035133834017,147.632484734413,76.28040964625626,49.213167513713714,91.76,59.2
datasets\ECUSTFD\images\test\egg004T(5).JPG,egg004,egg,True,1,1,ok,157.04160906860545,101.31716714103577,91.13327132230972,58.79565891761917,91.76,59.2
datasets\ECUSTFD\images\test\egg005S(1).JPG,egg005,egg,True,1,1,ok,23.319947525398412,38.86657920899735,18.819027165400797,31.365045275667995,92.225,59.5
datasets\ECUSTFD\images\test\egg005S(2).JPG,egg005,egg,True,3,1,ok,113.10852815401348,102.77299576220136,90.82235178512559,81.2100008645862,92.225,59.5
datasets\ECUSTFD\images\test\egg005S(3).JPG,egg005,egg,True,2,1,ok,70.2643120537694,44.931126040609605,64.06245616631041,40.794361554085896,92.225,59.5
datasets\ECUSTFD\images\test\egg005S(4).JPG,egg005,egg,True,1,1,ok,81.82673186859051,52.791439915219684,72.59190251620929,46.83348549432858,92.225,59.5
datasets\ECUSTFD\images\test\egg005S(5).JPG,egg005,egg,True,1,1,ok,25.687681932709015,42.81280322118169,19.48200553614333,32.47000922690555,92.225,59.5
datasets\ECUSTFD\images\test\egg005S(6).JPG,egg005,egg,True,2,1,ok,116.56116993316347,106.33112246150505,92.73056657760006,83.3991957041352,92.225,59.5
datasets\ECUSTFD\images\test\egg005S(7).JPG,egg005,egg,True,1,1,ok,66.11541862188858,42.65510878831521,64.09760996228982,41.3532967498644,92.225,59.5
datasets\ECUSTFD\images\test\egg005S(8).JPG,egg005,egg,True,1,1,ok,84.32403492634772,54.40260317828886,79.52108984363176,51.30392893137533,92.225,59.5
datasets\ECUSTFD\images\test\egg005T(1).JPG,egg005,egg,True,2,1,ok,275.25022693059697,252.15008929939262,106.1875160828312,96.10817302344697,92.225,59.5
datasets\ECUSTFD\images\test\egg005T(2).JPG,egg005,egg,True,1,1,ok,296.6733168489281,191.40213990253426,85.202363207555,54.96926658551935,92.225,59.5
datasets\ECUSTFD\images\test\egg005T(3).JPG,egg005,egg,True,1,1,ok,411.16756482574135,265.2693966617686,88.58833571160825,57.153764975231134,92.225,59.5
datasets\ECUSTFD\images\test\egg005T(4).JPG,egg005,egg,True,1,1,ok,251.9368431504154,162.5398988067196,90.44677804130097,58.35276002664579,92.225,59.5
datasets\ECUSTFD\images\test\egg005T(5).JPG,egg005,egg,True,1,1,ok,214.31849177970864,138.26999469658622,77.14207196346109,49.769078686103924,92.225,59.5
datasets\ECUSTFD\images\test\egg005T(6).JPG,egg005,egg,True,1,1,ok,299.7828275000737,193.40827580649918,114.27177136636772,73.72372346217273,92.225,59.5
datasets\ECUSTFD\images\test\egg005T(7).JPG,egg005,egg,True,1,1,ok,204.27409538406798,131.78973895746321,91.18619161972016,58.82980104498074,92.225,59.5
datasets\ECUSTFD\images\test\egg005T(8).JPG,egg005,egg,True,1,1,ok,277.186532879258,178.8300212124245,94.2297838652495,60.79340894532226,92.225,59.5
datasets\ECUSTFD\images\test\egg006S(1).JPG,egg006,egg,True,1,1,ok,53.957503400124025,34.81129251620905,45.020879776343214,29.045728887963364,88.35,57.0
datasets\ECUSTFD\images\test\egg006S(2).JPG,egg006,egg,True,1,1,ok,91.47140131244946,59.013807298354486,67.68527589846599,43.667919934494186,88.35,57.0
datasets\ECUSTFD\images\test\egg006S(3).JPG,egg006,egg,True,1,1,ok,59.14850981601565,38.16032891355848,45.16377315828177,29.137918166633405,88.35,57.0
datasets\ECUSTFD\images\test\egg006S(4).JPG,egg006,egg,True,1,1,ok,70.70514525612218,45.616222745885274,60.24526819302898,38.8679149632445,88.35,57.0
datasets\ECUSTFD\images\test\egg006S(5).JPG,egg006,egg,True,1,1,ok,61.131245914700706,39.43951349335529,46.30365617840844,29.873326566715118,88.35,57.0
datasets\ECUSTFD\images\test\egg006S(6).JPG,egg006,egg,True,1,1,ok,34.1053896821352,56.842316136891995,21.318431286478347,35.53071881079725,88.35,57.0
datasets\ECUSTFD\images\test\egg006S(7).JPG,egg006,egg,True,1,1,ok,65.41227737396005,42.20146927352261,47.99342019904881,30.96349690261214,88.35,57.0
datasets\ECUSTFD\images\test\egg006S(8).JPG,egg006,egg,True,1,1,ok,71.11665850592236,45.8817151651112,51.87412885852079,33.46717990872309,88.35,57.0
datasets\ECUSTFD\images\test\egg006T(1).JPG,egg006,egg,True,2,1,ok,555.4721504779776,558.7520436073851,102.36142936378954,106.94524942001662,88.35,57.0
datasets\ECUSTFD\images\test\egg006T(2).JPG,egg006,egg,True,1,1,ok,296.6752975628761,191.40341778250072,91.81129298343863,59.233092247379766,88.35,57.0
datasets\ECUSTFD\images\test\egg006T(3).JPG,egg006,egg,True,1,1,ok,340.67345666554843,219.78932688099897,80.30959942344467,51.81264478931914,88.35,57.0
datasets\ECUSTFD\images\test\egg006T(4).JPG,egg006,egg,True,1,1,ok,354.87061567087113,228.94878430378782,91.62175413283727,59.11080911795953,88.35,57.0
datasets\ECUSTFD\images\test\egg006T(5).JPG,egg006,egg,True,1,1,ok,284.1517166525199,183.32368816291606,84.15484582736832,54.29344892088278,88.35,57.0
datasets\ECUSTFD\images\test\egg006T(6).JPG,egg006,egg,True,1,1,ok,444.70455707919666,286.9061658575462,87.83078974442071,56.66502564156175,88.35,57.0
datasets\ECUSTFD\images\test\egg006T(7).JPG,egg006,egg,True,1,1,ok,462.6533548521363,298.48603538847505,74.09431183208729,47.80278182715309,88.35,57.0
datasets\ECUSTFD\images\test\egg006T(8).JPG,egg006,egg,True,1,1,ok,370.2455329444172,238.86808577059173,82.43846919417248,53.18610915753063,88.35,57.0
datasets\ECUSTFD\images\test\egg007S(1).JPG,egg007,egg,True,1,1,ok,76.13335746864985,49.118295141064415,61.52249360263045,39.691931356535775,106.795,68.9
datasets\ECUSTFD\images\test\egg007S(2).JPG,egg007,egg,True,1,1,ok,113.33163452272456,73.1171835630481,82.66848665659154,53.334507520381635,106.795,68.9
datasets\ECUSTFD\images\test\egg007S(3).JPG,egg007,egg,True,1,1,ok,76.77155185266493,49.53003345333221,65.78247569122524,42.440306897564675,106.795,68.9
datasets\ECUSTFD\images\test\egg007S(4).JPG,egg007,egg,True,1,1,ok,99.29772801183557,64.0630503302165,85.50509446186068,55.164577072168186,106.795,68.9
datasets\ECUSTFD\images\test\egg007S(5).JPG,egg007,egg,True,1,1,ok,75.61971028973296,48.78690986434385,61.848977087574625,39.90256586295137,106.795,68.9
datasets\ECUSTFD\images\test\egg007S(6).JPG,egg007,egg,True,1,1,ok,94.54415473164804,60.99622885912776,85.4534902155885,55.131284010057094,106.795,68.9
datasets\ECUSTFD\images\test\egg007S(7).JPG,egg007,egg,True,1,1,ok,105.55747549228627,68.10159709179759,74.60492596589755,48.13221030057906,106.795,68.9
datasets\ECUSTFD\images\test\egg007S(8).JPG,egg007,egg,True,1,1,ok,91.63898220775987,59.12192400500637,57.43770774911768,37.056585644592055,106.795,68.9
datasets\ECUSTFD\images\test\egg007S(9).JPG,egg007,egg,True,1,1,ok,104.22087196951608,67.23927223839748,70.6035648554469,45.550687003514135,106.795,68.9
datasets\ECUSTFD\images\test\egg007T(1).JPG,egg007,egg,True,1,1,ok,348.9674200584036,225.14027100542168,94.87206139316677,61.20778154397856,106.795,68.9
datasets\ECUSTFD\images\test\egg007T(2).JPG,egg007,egg,True,1,1,ok,565.9999389974681,365.16125096610847,117.2134769674248,75.62159804349987,106.795,68.9
datasets\ECUSTFD\images\test\egg007T(3).JPG,egg007,egg,True,1,1,ok,379.45573212458953,244.8101497577997,101.98893031179185,65.79930987857539,106.795,68.9
datasets\ECUSTFD\images\test\egg007T(4).JPG,egg007,egg,True,1,1,ok,373.5220753450329,240.9819840935696,106.55535037595955,68.74538733932874,106.795,68.9
datasets\ECUSTFD\images\test\egg007T(5).JPG,egg007,egg,True,1,1,ok,448.46938068524315,289.3350843130601,100.7635540551047,65.00874455168045,106.795,68.9
datasets\ECUSTFD\images\test\egg007T(6).JPG,egg007,egg,True,1,1,ok,347.6224231224697,224.27253104675466,99.46382739801895,64.17021122452836,106.795,68.9
datasets\ECUSTFD\images\test\egg007T(7).JPG,egg007,egg,True,1,1,ok,365.5803585183666,235.85829581830103,90.68863427692217,58.508796307691725,106.795,68.9
datasets\ECUSTFD\images\test\egg007T(8).JPG,egg007,egg,True,1,1,ok,387.88961773843687,250.25136628286248,96.24614427647681,62.094286629985035,106.795,68.9
datasets\ECUSTFD\images\test\egg007T(9).JPG,egg007,egg,True,1,1,ok,387.6546973289034,250.09980472832478,96.99587106118173,62.57798132979467,106.795,68.9
datasets\ECUSTFD\images\test\fired_dough_twist004S(1).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,192.9693319737515,42.882073771944775,62.43429758686444,13.874288352636542,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004S(10).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,153.9064410352713,34.20143134117141,43.35738978501962,9.634975507782139,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004S(2).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,101.00340369426789,22.445200820948422,46.00500263016443,10.223333917814317,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004S(3).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,123.36047615796836,27.413439146215193,55.332811154096916,12.29618025646598,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004S(4).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,108.34969138554796,24.077709196788437,52.33835591970034,11.63074575993341,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004S(5).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,104.28371323292029,23.17415849620451,55.09800437640596,12.244000972534659,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004S(6).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,93.6410837181201,20.8091297151378,52.427601529109964,11.650578117579991,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004S(7).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,88.7222194162679,19.716048759170647,46.28462569673471,10.285472377052159,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004S(8).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,124.49157069911902,27.664793488693114,55.22752821694878,12.27278404821084,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004S(9).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,160.95746777426461,35.7683261720588,63.72186627687033,14.160414728193407,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(1).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,998.2476303470486,221.83280674378858,73.07143691204641,16.23809709156587,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(10).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,729.4708748203677,162.1046388489706,84.50753754859761,18.779452788577245,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(2).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,601.0136821734571,133.55859603854603,72.1105765607369,16.024572569052644,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(3).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,527.563507567094,117.2363350149098,73.80053886473065,16.400119747717923,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(4).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,455.79446709618475,101.28765935470773,80.8092240957837,17.9576053546186,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(5).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,752.9369182459667,167.31931516577038,66.63103207631654,14.80689601695923,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(6).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,649.7784947232517,144.39522104961148,85.2565644550381,18.94590321223069,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(7).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,424.3421396471926,94.2982532549317,77.68864193573468,17.264142652385484,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(8).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,882.1015811936685,196.022573598593,93.94743729204143,20.877208287120318,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist004T(9).JPG,fired_dough_twist004,fired_dough_twist,True,1,1,ok,717.9368840958747,159.54152979908326,70.04060705713675,15.56457934603039,178.2,39.6
datasets\ECUSTFD\images\test\fired_dough_twist005S(1).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,154.21807366174693,34.27068303594376,51.51721511772743,11.448270026161651,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005S(2).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,95.70912925823052,21.26869539071789,56.36208534527041,12.524907854504535,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005S(3).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,103.68284516463854,23.04063225880856,59.963903137723136,13.325311808382919,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005S(4).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,100.19326089188259,22.265169087085017,56.77379645549442,12.616399212332093,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005S(5).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,120.26884906656034,26.726410903680076,62.06540366635436,13.792311925856524,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005S(6).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,137.4084653146822,30.53521451437382,79.56548496826215,17.681218881836035,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005S(7).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,99.09788262616107,22.02175169470246,44.15835136820537,9.812966970712306,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005S(8).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,129.5605220372589,28.791227119390864,53.300045838024744,11.844454630672166,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005S(9).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,111.20692882692059,24.712650850426797,43.09418957623432,9.576486572496515,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005T(1).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,339.2679440615796,75.3928764581288,91.96898920565596,20.437553156812438,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005T(2).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,431.9726451203821,95.99392113786269,63.257303732514785,14.057178607225508,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005T(3).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,493.6884717129853,109.70854926955228,72.76327562999575,16.169616806665722,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005T(4).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,481.4356900149339,106.98570889220754,72.62708454462194,16.1393521210271,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005T(5).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,724.4221985246393,160.98271078325317,88.73395444369875,19.718656543044165,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005T(6).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,427.467865572133,94.99285901602956,64.55106908331932,14.344682018515407,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005T(7).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,611.2785306279058,135.83967347286796,83.96784187022489,18.65952041560553,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005T(8).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,371.8577738858761,82.63506086352801,90.3811333052873,20.084696290063846,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist005T(9).JPG,fired_dough_twist005,fired_dough_twist,True,1,1,ok,432.872936485784,96.19398588572977,80.49187688481713,17.887083752181585,202.95,45.1
datasets\ECUSTFD\images\test\fired_dough_twist006S(1).JPG,fired_dough_twist006,fired_dough_twist,True,1,2,ok,81.65543425602027,18.145652056893393,39.47518466428156,8.772263258729236,180.9,40.2
datasets\ECUSTFD\images\test\fired_dough_twist006S(2).JPG,fired_dough_twist006,fired_dough_twist,True,1,1,ok,113.25415874449456,25.1675908321099,51.650257386735795,11.477834974830177,180.9,40.2
datasets\ECUSTFD\images\test\fired_dough_twist006S(3).JPG,fired_dough_twist006,fired_dough_twist,True,1,1,ok,56.85126081703551,12.63361351489678,20.763884943880516,4.614196654195671,180.9,40.2
datasets\ECUSTFD\images\test\fired_dough_twist006S(4).JPG,fired_dough_twist006,fired_dough_twist,True,1,1,ok,74.9980880205789,16.666241782350866,43.569751437419264,9.68216698609317,180.9,40.2
datasets\ECUSTFD\images\test\fired_dough_twist006S(5).JPG,fired_dough_twist006,fired_dough_twist,True,1,1,ok,40.54046804286261,9.008992898413913,16.96537144794084,3.7700825439868533,180.9,40.2
datasets\ECUSTFD\images\test\fired_dough_twist006S(6).JPG,fired_dough_twist006,fired_dough_twist,True,1,1,ok,75.84896554055821,16.8553256756796,32.14515903432892,7.143368674295315,180.9,40.2
datasets\ECUSTFD\images\test\fired_dough_twist006S(7).JPG,fired_dough_twist006,fired_dough_twist,True,1,1,ok,58.93368491478951,13.09637442550878,21.65052043926612,4.81122676428136,180.9,40.2
